ref;value;manufacturer;part number;description;note
C1;1uF;Taiyo Yuden;LMK107B7105KA-T;CAP CER 1UF 10V 10% X7R 0603
C2;100nF;Murata;GRM155R61A104KA01D;CAP CER 0.1UF 10V 10% X5R 0402
C3;220pF;Murata;GRM155R71H221KA01D;CAP CER 220PF 50V 10% X7R 0402
C4;100nF;Murata;GRM155R61A104KA01D;CAP CER 0.1UF 10V 10% X5R 0402
C5;10nF;Murata;GRM155R71E103KA01D;CAP CER 10000PF 25V 10% X7R 0402
C6;10nF;Murata;GRM188R71H103KA01D;CAP CER 10000PF 50V 10% X7R 0603
C7;10nF;Murata;GRM155R71E103KA01D;CAP CER 10000PF 25V 10% X7R 0402
C8;10nF;Murata;GRM155R71E103KA01D;CAP CER 10000PF 25V 10% X7R 0402
C9;2p2;Murata;GRM1555C1H2R2CZ01D;CAP CER 2.2PF 50V NP0 0402
C10;22pF;Murata;GRM1555C1H220JA01D;CAP CER 22PF 50V 5% NP0 0402
C11;22pF;Murata;GRM1555C1H220JA01D;CAP CER 22PF 50V 5% NP0 0402
C12;47pF;Murata;GRM1885C1H470JA01D;CAP CER 47PF 50V 5% NP0 0603
C13;47pF;Murata;GRM1885C1H470JA01D;CAP CER 47PF 50V 5% NP0 0603
C14;100nF;Murata;GRM155R61A104KA01D;CAP CER 0.1UF 10V 10% X5R 0402
C15;1uF;Taiyo Yuden;LMK107B7105KA-T;CAP CER 1UF 10V 10% X7R 0603
C16;4u7;Taiyo Yuden;JMK107BJ475KA-T;CAP CER 4.7UF 6.3V 10% X5R 0603
C17;10nF;Murata;GRM188R71H103KA01D;CAP CER 10000PF 50V 10% X7R 0603;DNP
D1;TVS_DIODE;Murata;LXES15AAA1-100;TVS DIODE ESD .05PF 15KV 0402;DNP
D2;LED1;OSRAM;LG Q971-KN-1;LED CHIPLED 570NM GREEN 0603 SMD
D3;LED2;OSRAM;LG Q971-KN-1;LED CHIPLED 570NM GREEN 0603 SMD;DNP
D4;LED3;OSRAM;LG Q971-KN-1;LED CHIPLED 570NM GREEN 0603 SMD;DNP
J1;GSG-900MHZ-F-ANTENNA;DNP
J2;GSG-USB-MICRO-B;FCI;10103594-0001LF;CONN RCPT STD MICRO USB TYPE B
P1;EXPANSION;DNP
P2;ANTENNA;TE Connectivity;2081233-1;CONN JACK SMA PCB VERT;DNP
P3;RESET_N;DNP
P4;DD;DNP
P5;DC;DNP
P6;3V3;DNP
P7;GND;DNP
P8;GOODFET;DNP
P9;PWR;DNP
R2;10k;Stackpole;RMCF0603JT10K0;RES 10K OHM 1/10W 5% 0603 SMD
R4;56k;Rohm;MCR01MRTF5602;RES 56.0K OHM 1/16W 1% 0402 SMD
R5;330;Stackpole;RMCF0603JT330R;RES 330 OHM 1/10W 5% 0603 SMD
R6;0;DNP
R7;0;DNP
R8;1k5;Rohm;MCR03ERTF1501;RES 1.50K OHM 1/10W 1% 0603 SMD
R9;33;Rohm;MCR03ERTF33R0;RES 33.0 OHM 1/10W 1% 0603 SMD
R10;33;Rohm;MCR03ERTF33R0;RES 33.0 OHM 1/10W 1% 0603 SMD
R11;330;Stackpole;RMCF0603JT330R;RES 330 OHM 1/10W 5% 0603 SMD;DNP
R12;330;Stackpole;RMCF0603JT330R;RES 330 OHM 1/10W 5% 0603 SMD;DNP
R13;0;DNP
R14;10k;Stackpole;RMCF0603JT10K0;RES 10K OHM 1/10W 5% 0603 SMD
R15;0;DNP
SW1;SW_PUSH;TE Connectivity;FSM2JSMA;SWITCH TACT 6MM SMD GULL WING;DNP
T1;BALUN;Anaren;B0310J50100AHF;Ultra Low Profile 0805 Balun 50 to 100 ohm Balanced
U1;CC1111;Texas Instruments;CC1111F32RSPR;IC SUB1GHZ W/MCU USB 32KB 36-QFN
U2;AP7313;Diodes Inc.;AP7313-33SAG-7;IC REG LDO 3.3V .15A SOT23
X1;CRYSTAL;TXC;7A-48.000MAAJ-T;CRYSTAL 48.000 MHZ 18PF SMD
